央视频道,#genre# 
移动咪咕直播-40,http://gslbserv.itv.cmvideo.cn:80/3000000010000019380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019380&livemode=1&stbId=3 
移动咪咕直播-41,http://gslbserv.itv.cmvideo.cn:80/3000000010000019839/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000019839&livemode=1&stbId=3 
移动咪咕直播-42,http://gslbserv.itv.cmvideo.cn:80/3000000010000020168/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000020168&livemode=1&stbId=3 
移动咪咕直播-43,http://gslbserv.itv.cmvideo.cn:80/3000000010000021904/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000021904&livemode=1&stbId=3 
移动咪咕直播-44,http://gslbserv.itv.cmvideo.cn:80/3000000010000023434/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000023434&livemode=1&stbId=3 
移动咪咕直播-45,http://gslbserv.itv.cmvideo.cn:80/3000000010000024205/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000024205&livemode=1&stbId=3 
移动咪咕直播-46,http://gslbserv.itv.cmvideo.cn:80/3000000010000024691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000024691&livemode=1&stbId=3 
移动咪咕直播-47,http://gslbserv.itv.cmvideo.cn:80/3000000010000025380/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000025380&livemode=1&stbId=3 
移动咪咕直播-49,http://gslbserv.itv.cmvideo.cn:80/3000000010000027318/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027318&livemode=1&stbId=3 
移动咪咕直播-51,http://gslbserv.itv.cmvideo.cn:80/3000000010000027691/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000027691&livemode=1&stbId=3 
移动咪咕直播-52,http://gslbserv.itv.cmvideo.cn:80/3000000010000031669/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000031669&livemode=1&stbId=3 
移动咪咕直播-53,http://gslbserv.itv.cmvideo.cn:80/3000000010000032106/index.m3u8?channel-id=FifastbLive&Contentid=3000000010000032106&livemode=1&stbId=3 

咪咕NBA,#genre# 

港台频道,#genre# 

28 AI 智慧賽馬,http://aktv.top/AKTV/live/aktv/28ai/AKTV.m3u8 

Hoy 78,http://aktv.top/AKTV/live/aktv/hoy78/AKTV.m3u8 

myTV SUPER 18台,http://aktv.top/AKTV/live/aktv/mytvsuper18/AKTV.m3u8 

PopC,http://aktv.top/AKTV/live/aktv/popc/AKTV.m3u8 

ROCK Action,http://aktv.top/AKTV/live/aktv/rockaction/AKTV.m3u8 

TVB Plus,http://aktv.top/AKTV/live/aktv/tvbplus/AKTV.m3u8 

TVBS,http://aktv.top/AKTV/live/aktv/tvbs/AKTV.m3u8 

TVBS-新聞台,http://aktv.top/AKTV/live/aktv/tvbs-1/AKTV.m3u8 

tvN,http://aktv.top/AKTV/live/aktv/tvn/AKTV.m3u8 

三立綜合台,http://aktv.top/AKTV/live/aktv/null-13/AKTV.m3u8 

三立財經新聞,http://aktv.top/AKTV/live/aktv/null-14/AKTV.m3u8 

中天亞洲台,http://aktv.top/AKTV/live/aktv/null-12/AKTV.m3u8 

中天新聞台,http://aktv.top/AKTV/live/aktv/null-8/AKTV.m3u8 

中視,http://aktv.top/AKTV/live/aktv/null-10/AKTV.m3u8 

千禧經典台,http://aktv.top/AKTV/live/aktv/null-15/AKTV.m3u8 

娛樂新聞台(HK),http://aktv.top/AKTV/live/aktv/hk/AKTV.m3u8 

寰宇新聞台,http://aktv.top/AKTV/live/aktv/null-9/AKTV.m3u8 

无线新闻台(北美),http://aktv.top/AKTV/live/aktv/null-20/AKTV.m3u8 

明珠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-19/AKTV.m3u8 

明珠台,http://aktv.top/AKTV/live/aktv/null-2/AKTV.m3u8 

無線新聞台,http://aktv.top/AKTV/live/aktv/null-1/AKTV.m3u8 

美亞電影台(HK),http://aktv.top/AKTV/live/aktv/hk-1/AKTV.m3u8 

翡翠剧集台(北美),http://aktv.top/AKTV/live/aktv/null-18/AKTV.m3u8 

翡翠台,http://aktv.top/AKTV/live/aktv/null/AKTV.m3u8 

翡翠台(泰国),http://aktv.top/AKTV/live/aktv/null-16/AKTV.m3u8 

翡翠综合台(北美),http://aktv.top/AKTV/live/aktv/null-17/AKTV.m3u8 

華視,http://aktv.top/AKTV/live/aktv/null-11/AKTV.m3u8 

靖天電影台,http://aktv.top/AKTV/live/aktv/null-6/AKTV.m3u8 

鳳凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8 

鳳凰資訊,http://aktv.top/AKTV/live/aktv/null-4/AKTV.m3u8 

鳳凰香港,http://aktv.top/AKTV/live/aktv/null-5/AKTV.m3u8 

黃金翡翠台,http://aktv.top/AKTV/live/aktv/null-21/AKTV.m3u8 

龍華日韓台,http://aktv.top/AKTV/live/aktv/null-22/AKTV.m3u8 

龍華經典台,http://aktv.top/AKTV/live/aktv/null-7/AKTV.m3u8 

龍華電影台,http://aktv.top/AKTV/live/aktv/null-23/AKTV.m3u8 
教育频道,#genre# 
CETV-1,http://223.110.241.139:6610/gitv/live1/G_CETV-1/G_CETV-1/ 
CETV-2,http://223.110.241.139:6610/gitv/live1/G_CETV-2/G_CETV-2/ 
CETV-4,http://223.110.241.139:6610/gitv/live1/G_CETV-4/G_CETV-4/ 
CETV-3,http://223.110.241.139:6610/gitv/live1/G_CETV-3/G_CETV-3/ 
美观输出
